Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6977_v5_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6978_nls_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6979_nes_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6980_mt-MAFG_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6981_MAFG-mt_dmso_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6982_v5_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6983_nls_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6984_nes_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6985_mt-MAFG_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6986_MAFG-mt_cddome_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6987_v5_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6988_nls_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6989_nes_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6990_mt-MAFG_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6991_MAFG-mt_sulf_1.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6992_v5_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6993_nls_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6994_nes_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6995_mt-MAFG_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6996_MAFG-mt_dmso_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6997_v5_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6998_nls_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA6900-MA6999\MA6999_nes_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7000_mt-MAFG_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7001_MAFG-mt_cddome_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7002_v5_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7003_nls_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7004_nes_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7005_mt-MAFG_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7006_MAFG-mt_sulf_2.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7007_v5_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7008_nls_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7009_nes_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7010_mt-MAFG_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7011_MAFG-mt_dmso_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7012_v5_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7013_nls_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7014_nes_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7015_mt-MAFG_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7016_MAFG-mt_cddome_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7017_v5_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7018_nls_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7019_nes_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7020_mt-MAFG_sulf_3.raw	\\storage1.ris.wustl.edu\bmajor\Active\RIS_Major_Active_Mass Spec\MA7000-MA7099\MA7021_MAFG-mt_sulf_3.raw
Q92826	HXB13_HUMAN	HOXB13	Homeobox protein Hox-B13	1	1				4234.46	11121.5				12493.8	11546.9				3806.11	9191.37				6715	9159.5				9210.22	7506.14				6074.17	7852.05														12072.2	11257.3
Q92830	KAT2A_HUMAN	KAT2A	Histone acetyltransferase KAT2A	1	1					44287.8				44953.5	55037.7				36123.6						39214.2				70741.1	45597.2				30435															58092.6	38003.9
Q92839	HYAS1_HUMAN	HAS1	Hyaluronan synthase 1	1	1	55009.6		93912.2		55104		198230	124019							77651	149707		67814.5	45767.8			52385.8	98803.7		49784	183764	180693				163481	163880	92709.6	106852	105544	128339	169953	88839.4	94102.6	116708			128978		
Q92841	DDX17_HUMAN	DDX17	Probable ATP-dependent RNA helicase DDX17	15	12	786224	816794	587468	814612	798772	655701	592879	954402	834981	563233	969752	971069	1.10036e+06	747146	709053	800215	867260	586384	598323	651612	780639	838616	635008	727257	604109	1.05675e+06	995086	701526	749308	756088	773442	841331	684526	850498	1.02399e+06	659302	882346	539170	676948	671540	568358	910863	550548	695109	630594
Q92878	RAD50_HUMAN	RAD50	DNA repair protein RAD50	3	3							5820.9		9353.13	4825.09				6171.65					4972.14	5232.51	5272.31	5659.95		6079.63				3389.06																5106.07	
Q92900	RENT1_HUMAN	UPF1	Regulator of nonsense transcripts 1	15	15	18375.6		35989.2	28557.8	24479.5	24549	16467.1	28348.7	22699.4	34255.7				19048.4	35091.1	46550.8		61585.3	20154.8	31208.5	28887.4	10356.6	65313.6	22180.3	35100.1	35588.3	24610.8	39986.2	19184.2	30460.4	19657.2		28207.3	21384.5	19979.9	44461.3		44181.9	24291.5	20264.8	14731.5		35440.7	27385.4	46152.7
Q92905	CSN5_HUMAN	COPS5	COP9 signalosome complex subunit 5	1	1							8051.93									10117																													
Q92908	GATA6_HUMAN	GATA6	Transcription factor GATA-6	2	2		14145.7	14925.3	78471.4	65901.9				51497.4	65959.7				37805.8	62171.4	18549.7			53513.3	82721.1				60995.2	59830.6			10919.7	56968.8	49631.6				50753.5	40352.6				40478.6					52402.1	37571.3
Q92917	GPKOW_HUMAN	GPKOW	G-patch domain and KOW motifs-containing protein	5	5				6380.03	5378.12	4957.02		6699.59	6241.95	6894.88				5674.45	5723.29				3203.66	7307.96			5558.18	4229.6	5158.81			4397.55		3510.07					4351.9					4475.59				3121.58	3580.61
Q92922	SMRC1_HUMAN	SMARCC1	SWI/SNF complex subunit SMARCC1	14	9	32102.1	29760.7		279272	314411	19456.5	24021.3		305401	346925				204818	339451	54764.8			255682	349524	51328.1	46079.2		296119	359539	27151.7	54625.8	23810.4	233174	270049				320140	281948				313841	321926			70966.8	313301	323408
Q92928;Q9H0U4	RAB1B_HUMAN;RAB1C_HUMAN	RAB1B;RAB1C	Putative Ras-related protein Rab-1C	1	0	5078.91																																												
Q92945	FUBP2_HUMAN	KHSRP	Far upstream element-binding protein 2	16	14	971669	955099	707539	797797	617513	816260	428279	1.00308e+06	641992	366518	1.11241e+06	1.02194e+06	587856	589884	636642	177168	887636	561833	338284	439858	167407	539885	619011	437695	312360	153639	137765	759198	521977	494056	994317	613667	728100	654853	757291	731959	828495	568583	644771	573936	642132	868665	802924	564281	436322
Q92947	GCDH_HUMAN	GCDH	Glutaryl-CoA dehydrogenase, mitochondrial	3	3	3917.23	3338.11				5557.58			4035.69	2843.35						6638.28		6128.4	3272.92	3880.72	6483.16	5041.84			3659.91	3888.74		3915.02	4909.51	4233.51											3255.74				3861.02
Q92973	TNPO1_HUMAN	TNPO1	Transportin-1	11	7	93215.2	35033.5	110519	174364	178457	96417	94634.1	169317	179303	177297	65110.3	37243.8		119376	201271	92842.1		170348	139628	206324	73571.8	47527.3	208876	191073	244637	78804.2	49909.2	144421	161236	211704	94787.2		190762	160427	177644	155919		174112	177779	258996	65822.2		136984	202550	193051
Q92974	ARHG2_HUMAN	ARHGEF2	Rho guanine nucleotide exchange factor 2	1	1																			1665.53			1862.76																							
Q92990	GLMN_HUMAN	GLMN	Glomulin	2	2				5391.35	5705.17				4214.24	4747.47				4320.58	5819.56				5253.61	5962.71		3717.03		3217.97	4807.84		4190.83	4490.52	3457.61	4906.19				6906.9									4874.73	5106.6	4805.88
Q92995	UBP13_HUMAN	USP13	Ubiquitin carboxyl-terminal hydrolase 13	1	1							24756.5																																						
Q93008	USP9X_HUMAN	USP9X	Ubiquitin carboxyl-terminal hydrolase 9X	11	8	5179.62			12770.5	10878.5		10876		14874.5	12663				12641.1	8726.04	6501.92			12239.7	13460.4	4319.94	11681.4		15803.2	12456	9696.07	9596.99	11824.2	13291.9	10120.9				7669.36	9474.19		9168.67		11172	15369	6248.47			13558.6	13596.7
Q93009	UBP7_HUMAN	USP7	Ubiquitin carboxyl-terminal hydrolase 7	22	22		48430.7		173740	178481	36224.4	46933.3		193678	207976		63437.2		162058	240906	36524.9			174374	252983	24135.9	71521.2		211518	215083		38525.5		172754	164450				197539	158852				226955	195779		34037		205939	189252
Q93034	CUL5_HUMAN	CUL5	Cullin-5	1	1									11678	10254.8										6892.45	9175.86			13743.5																					4779.08
Q93074	MED12_HUMAN	MED12	Mediator of RNA polymerase II transcription subunit 12	4	3	7443.1			8165.19	8164.03				7805.09	8653.3									4848.37	7545.88				7791.85	8033.75				6991.75	7659.47														7858.99	5803.89
Q969G3	SMCE1_HUMAN	SMARCE1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1	2	2										8522.43					10724				8018.29					7931.2	8699.62				7451.02																
Q969J2	ZKSC4_HUMAN	ZKSCAN4	Zinc finger protein with KRAB and SCAN domains 4	11	10				97999.7	112095				129424	138517				82698.1	143655				127378	159077				130882	179476				116042	132405				138431	177478				156941	185958				121854	110489
Q969R5	LMBL2_HUMAN	L3MBTL2	Lethal(3)malignant brain tumor-like protein 2	11	10		35597.5		557692	616311				777258	396496				669470	567033				559237	458560		56511.3		579383	419771		30369.2		526362	439302				611728	475785				633192	609596				485870	353388
Q969T9	WBP2_HUMAN	WBP2	WW domain-binding protein 2	1	1						4140.4																2597.77			5134.03			5771.22	3564.48		5999.89				13062								16111.8		
Q969V6	MRTFA_HUMAN	MRTFA	Myocardin-related transcription factor A	2	2										2899.54									2126.48						2506.51					3077.52															
Q969X6	UTP4_HUMAN	UTP4	U3 small nucleolar RNA-associated protein 4 homolog	1	1										2252.74						4489.88					6333.93																								
Q96A19	C102A_HUMAN	CCDC102A	Coiled-coil domain-containing protein 102A	1	1				2349.55						4200.01					3854.16			6739.7	3349.22	5742.78			8782.06	5125.33	3621.95			5610.51	3687.02	1918.45			5806.07					4919.08						3058.11	5364.32
Q96A47	ISL2_HUMAN	ISL2	Insulin gene enhancer protein ISL-2	1	1				29099.7					31126.8	4502.36				24983.6					28788.3					41536.7	10178.6				31093.8					44151					40141.4					36300.3	
Q96A49	SYAP1_HUMAN	SYAP1	Synapse-associated protein 1	4	4	39064.8		45211.9	37325.1	20460.1	35752		28788.1	19855.6	23171.8					40310	66295.2		93570.1	12468.3	21423.3	27070.4		109167	16222	16958.2	44590.5		41752.8		20285	66368.1					80192		81250.5			35117.8		97931.1		46788.6
Q96A65	EXOC4_HUMAN	EXOC4	Exocyst complex component 4	3	3				12800.4	13145.8	10271.6	8719.57		13522.7	10036.5								17294.8	8194.85	10662		8623.47		9379.71	17849.9			12938.7		7934.53															11259.5
Q96AC1	FERM2_HUMAN	FERMT2	Fermitin family homolog 2	1	1																						2078.36																							
Q96AE4	FUBP1_HUMAN	FUBP1	Far upstream element-binding protein 1	5	5				10288.9	9825.04	8197.08	11601.8		12597.6	12157.7				10132.3	10016.6				13298.1	21005.3		8827.03		11809.8	13246.8			7608.11	9007.76	10450.4					10206.4					11046.6				9408.29	14024.4
Q96AG4	LRC59_HUMAN	LRRC59	Leucine-rich repeat-containing protein 59	3	3	15447.7	28519.1	8748.13	18197.4	11997.4	12074.2	47336.1		8335.1	4592.06	12530.5	12550.9		8266.26		7271.03	9025.66	4972.27	4565.01	3276.58	5374.79	4853.04	4854.57	2821.7	3929.18			10445.1	10075.7	7059.12	14372.4		7144.08	7585.14	18881.6			5655.96	7149.59				11883.6	10681.6	6131.25
Q96AV8	E2F7_HUMAN	E2F7	Transcription factor E2F7	6	6					21625.9					16897.6					21701.6					25076.7				13710.4	25650.1				9279.93	14619										14149.4				13555.4	19007.1
Q96AY2	EME1_HUMAN	EME1	Structure-specific endonuclease subunit EME1	6	6				17767.6	20899.6				26527.3	22078.5				15834.3					15914.4	18756.3		4117.66		21586.6	18305.1				15452.6	11919.2				20565.5					23845.3	11939				29713.6	16636.7
Q96AY4	TTC28_HUMAN	TTC28	Tetratricopeptide repeat protein 28	2	2	6931.22			7124.17				13387.9		2459.89				4390.12		4569.39		10614.9		3673.2		2705.45	9335.7	3974.68	2750.39			6111.3	4959.81		7941.72		18462			12636.8		4020.55			6707.33		6748.08	6625.42	5181.48
Q96B01	R51A1_HUMAN	RAD51AP1	RAD51-associated protein 1	2	2				51285.9	28828.1				54413.6	42151				29438.8	32588		14982.1		25089.5	35067		26296.4		43140.6	35372.7				27221.7	24269.2				55933.7	24024.8				43115.1	42329.3				51253.1	21684.3
Q96B26	EXOS8_HUMAN	EXOSC8	Exosome complex component RRP43	2	2										2367.7															3348.8																				2629.79
Q96B36	AKTS1_HUMAN	AKT1S1	Proline-rich AKT1 substrate 1	1	1		4287.06								1608.59				3167.47					1282.71	4097.42		3579.49						4994.27	2935.86	3432.51													3351.46		
Q96BD5	PF21A_HUMAN	PHF21A	PHD finger protein 21A	7	7				66332.7	82010.3				88683.3	89663.9				75139.8	61978.6				77697	84202.1				96712.1	93125.4				77550.6	75790.8				61757.6	77459				94869.7	106330				103389	59941.6
Q96BK5	PINX1_HUMAN	PINX1	PIN2/TERF1-interacting telomerase inhibitor 1	5	5				122152	107696				149477	142642				117027	91571.8				113029	171844		24146.7		148697	133868				106491	109358				77532.7	81160.5				91328.4	110934				150059	81953
Q96BN2	TADA1_HUMAN	TADA1	Transcriptional adapter 1	1	1					4460.41					2785.35									2592.39	8371.92				4785.29					4215.54	5175.41														5288.44	3738.61
Q96BN8	OTUL_HUMAN	OTULIN	Ubiquitin thioesterase otulin	1	1									3954.65													7971.78						12277																	
Q96BT3	CENPT_HUMAN	CENPT	Centromere protein T	1	1				37086.6	18000				34286.5	15316.7				28314.8					27127.4	20967.6		4444.1		23112.6	14689.5				19266	15273.8				21313.3	14461.6				28583.2	16660.6				33277.1	13597.3
Q96BW5	PTER_HUMAN	PTER	N-acetyltaurine hydrolase	1	1																									7083.82						9270.66									23880.4			11224		
Q96C19	EFHD2_HUMAN	EFHD2	EF-hand domain-containing protein D2	3	2	7708.44		4112.77		5860.97		8510.04		8529.5	8129.65				6056.96	5826.03			5116.01	4450.17	9024.68		4531.65		4122.7	5606.9			8321.31	4805.88	6542.55	5374.06													6269.68	11305.8
Q96C24	SYTL4_HUMAN	SYTL4	Synaptotagmin-like protein 4	11	11	32752.1	18425.1	45060.4	61902.3	48619.6	45473.2	10326.7	50149.3	73320.6	55314.7	44063.4	32574.5		47854.5	67529.8	26941.3	29314.3	83754	52156.4	74733.1	18915.6	29950	80650.9	56998.1	70554.9	28317.4	18617.3	55556.2	51636.3	61188.5	49136.9		68603.3	60858.7	55057.5	62070.2	26139.1	76727.7	58326.7	50349.5	29567.1		59153.2	50770.3	51884.2
Q96C36	P5CR2_HUMAN	PYCR2	Pyrroline-5-carboxylate reductase 2	3	3	26328.1	24741.8	11789.5	14236	18666.8		4586.07		28062.6	15618.7	15925.8			20141.2		13531.1	11234.6	11176.6	15676.5	13336.6	14871.6	20991.4	21458.4	6869.69	11903.6	11802.1		28335.3	15931.2	13141.7					11761.3			8007.31			20653			18488.8	19391.1
Q96CB8	INT12_HUMAN	INTS12	Integrator complex subunit 12	3	3				43812.5	47294.4				63361.7	44774.7				37585.3	38562.9				46880.6	35172.6				50408.3	46799.3				42247.2	33659.6				43462.7	16869.6				43046.4	53189.8				50044.1	28251.3
Q96CD2	COAC_HUMAN	PPCDC	Phosphopantothenoylcysteine decarboxylase	2	2						1895.97														2568.12		2194.56						1689	1478.02														1640.37		2320.27
Q96CP2	FWCH2_HUMAN	FLYWCH2	FLYWCH family member 2	1	1				3377.79	3349.31					3090.31					6894.03				2040.08					2842.42	2539.72			3802	2974.07																
Q96CS3	FAF2_HUMAN	FAF2	FAS-associated factor 2	2	2	31407.8	20502.8	27178.3	23633.4	25080.7	26425.9	14574.2		18996.8	10877.2	40389.2	15548.7				33957.4			14479.2	16286.8		24381.3		13041.7	15778	27644.1	39864.8	26006.8	20716	13590.6					19706.2				24720.4			23021.3	16247.8	17983.4	22467.7
Q96CU9	FXRD1_HUMAN	FOXRED1	FAD-dependent oxidoreductase domain-containing protein 1	1	1				11103.9					7164.39	5218.83									6486.56	5289.34				4079.93	4568.63				2569.28															5151.33	5083.73
Q96CX2	KCD12_HUMAN	KCTD12	BTB/POZ domain-containing protein KCTD12	3	3							8668.37									16576.9		6625.94	5307.49		9032.58	11507.5	8267.45		4575.44	13046	20316.5	4883.01																	8277.71
Q96D46	NMD3_HUMAN	NMD3	60S ribosomal export protein NMD3	2	2		6867.42	4683.7	10910.1	15173.6	5708.25	6715.21		19183.2	12302.5		7134.17		9980.99	10284.8			5608.97	11257.6	11842.4	6285.83	12736.2		10055.3	15322.3		7352.9	4583.22	9800.03	5017.52											5569.78			11166.4	12021.8
Q96DF8	ESS2_HUMAN	ESS2	Splicing factor ESS-2 homolog	9	9				2.72902e+06	3.11467e+06				3.41878e+06	3.70983e+06				1.72844e+06	2.74269e+06				2.84904e+06	3.77576e+06		1.18538e+06		3.79917e+06	3.42234e+06				2.69949e+06	2.59866e+06				1.65257e+06	1.80055e+06				2.71675e+06	3.0867e+06				4.09673e+06	3.23013e+06
Q96DI7	SNR40_HUMAN	SNRNP40	U5 small nuclear ribonucleoprotein 40 kDa protein	2	2	6995.94													3543.04	4742.77	14166.8			3849.13	4461.37	7601.63	5537.72			4799.54	13712.5	12708.9	10479	5724.7	6013.59															6389.61
Q96DT7	ZBT10_HUMAN	ZBTB10	Zinc finger and BTB domain-containing protein 10	17	17	17548.7			1.76039e+06	962597		54597.9		1.99454e+06	1.0776e+06				1.41747e+06	1.11821e+06		95662.6		1.64262e+06	1.06703e+06		114048		1.97121e+06	1.05071e+06		38052.6		1.48478e+06	877059				2.15453e+06	830287				2.51239e+06	1.04482e+06				2.13084e+06	820815
Q96EA4	SPDLY_HUMAN	SPDL1	Protein Spindly	13	13	21793.8			86899.2	112947	19682.9			107936	116720				63294.9	108308	19514.9	30609		92739.4	98858.6	12303.5	26940.2		113907	104910			14074.2	80880.4	92188.9				64839.4	61457.6				79676.1	75415.4	19073.5			116214	90799
Q96EB6	SIR1_HUMAN	SIRT1	NAD-dependent protein deacetylase sirtuin-1	7	7		76116.1		368606	511428		67057		402972	557095		65097.8		233134	439422				395887	521479		116584		481796	618399		27515.6	11440.8	388131	445708				400280	398740		58546.4		432548	563988		79241.3		577929	449742
Q96EE3	SEH1_HUMAN	SEH1L	Nucleoporin SEH1	3	3		15738.7		22544.7	19818.2		12571.6		22456.4	21429.8				15274.7	13957.6	11086.7		34701	20365.5	19306.1	18369.4	38181.3	41538.8	23274.5	29694.6	23609.1	17211.3	22182.2	33386.6	26708.7					23089.9						15487.9				20466.3
Q96EI5	TCAL4_HUMAN	TCEAL4	Transcription elongation factor A protein-like 4	3	1				44117.9	45921.5		13272.6		41592.5	59483.7				25573.3	39461.6				34781.7	56556.2		14869.1		48498.9	48834.1				35135.9	34166.1				40850.7	31278.6				45384.7	23733.2				61430.5	47326.7
Q96EK5	KBP_HUMAN	KIFBP	KIF-binding protein	2	2				10362.8	15301	7001.32	25641.3		16221.4	13506.2					13950.3	9759.2		7455.34	10718.3	21407.6	10774.8	6968.37		12676.8	12071.5		19306.7	9993.29	9005.43	15301.2														14970.5	22027.2
Q96EL2	RT24_HUMAN	MRPS24	Small ribosomal subunit protein uS3m	1	1																		30576.6					22342.9					15435.1	6257.66												14347.4				
Q96EL3	RM53_HUMAN	MRPL53	Large ribosomal subunit protein mL53	1	1		17252.2	9900.57	11291.2	9782.82													8457.51		7586		7705.91						17290.2	7515.55					4132.83										5350.55	
Q96EP5	DAZP1_HUMAN	DAZAP1	DAZ-associated protein 1	2	2														8371.37		25875.7		10871.5	4628.61	11428.8	15248.1	7610.17			6686.46	27965	16798.6	12070.9		12784.2					15017.8		16454.1			10307.3		12747.2	9081.02		6914.4
Q96EU6	RRP36_HUMAN	RRP36	Ribosomal RNA processing protein 36 homolog	2	2				9096.65	7014.26				19322.3	9102.82				12455.5	11705.1				14457	14079.4		8115.82		22283	18902.9		4581.05		12329.1	11038.5				9614.24			5933.28		13517.5					18254.8	10224.1
Q96EV2	RBM33_HUMAN	RBM33	RNA-binding protein 33	1	1				4589.83	10524.2	10703			11889					13309.8	17875.6	11637.6			12116	17689.6			31467.9	14476.9	12144.8		8459.59	28981.6	11754	18182.2				24415.2				35918.9			21164.1		23373.4	24322.3	14994.5
Q96EY1	DNJA3_HUMAN	DNAJA3	DnaJ homolog subfamily A member 3, mitochondrial	3	3									4021.13							3962.16		5008.35	4144.05		4190.4	5800.89		2822.43	2441.36		5708.26	7756.54	7681.35	4307.37					5294.56										3176.72
Q96EY5	MB12A_HUMAN	MVB12A	Multivesicular body subunit 12A	1	1																				3135.51					7116.46					4434.41															
Q96EY7	PTCD3_HUMAN	PTCD3	Small ribosomal subunit protein mS39	5	5	24147.1				15695.1	11261.7		47550.2						15678.5		26366.1		29513.9	6085.05	12517.3	15371.7	6893.14	35644.2		10152.2	17864.2		26849.4		14121.4	30629.5		47646.9			25711		16784.5			22444.8				9101.94
Q96F07	CYFP2_HUMAN	CYFIP2	Cytoplasmic FMR1-interacting protein 2	1	1																								3397.98				2241.34		1706.57															2805.12
Q96F86	EDC3_HUMAN	EDC3	Enhancer of mRNA-decapping protein 3	6	6	142822		239924	136994	157341	207071		306715	149031	148266	152549			121530	183058	173814		334603	127545	176005	99733.9	28872.3	357390	145826	169327	180699	32231	266039	152085	166348	258805		443893	176698	136101	394072		358034	171675	175239	159844		290527	216678	192389
Q96FC9	DDX11_HUMAN	DDX11	ATP-dependent DNA helicase DDX11	3	1				3121.17					2764.32	3695.88									2467.38	5144.83				1609.9	2723.51					2241.46									3597.99					4013.84	2975.52
Q96FF9	CDCA5_HUMAN	CDCA5	Sororin	7	7				387881	208144				353756	218949		39957.9		341368	282342	11250.2			332512	283652		38027.5		374217	297995		30050.7		286876	215011				526600	276305		32620.9		457756	199220				476226	154823
Q96FJ0	STALP_HUMAN	STAMBPL1	AMSH-like protease	1	1				5201.9	4365.84					5067.47									3476.13	7150.68				6896.47	12348.3				4149.96	6618.69														6832.42	
Q96FW1	OTUB1_HUMAN	OTUB1	Ubiquitin thioesterase OTUB1	4	4	25911.6	32455.2	23744.5	26765.4	23474.3	27061.3	44139.6	42370	22541.6	15187.4	44296.4		93024.8	14684	13521.6	16201.1	25961.5	16188.9	11995.3	18698.1	14804.5	31021.8	24372.1	12565.7	12927.3	15181.9	24477.4	35059.5	19546	20844.2	40679.7	26707	30567.3	23868.3	21210.3	29665.1	38879.5	23088.9	23148	13557.4	25385.8	31215.9	33796.2	19803.3	30142.1
Q96FZ2	HMCES_HUMAN	HMCES	Abasic site processing protein HMCES	6	6					94101.2				82835.6	145990				71626.8	129771				79909.8	107815				94742.4	129751				68990.8	132497					121970				109382	97900.8				101445	118356
Q96G74	OTUD5_HUMAN	OTUD5	OTU domain-containing protein 5	3	3					2706.31				1606.01	2835.54										2820.29				1402.2	1937.68																				2395.87
Q96GA3	LTV1_HUMAN	LTV1	Protein LTV1 homolog	1	1					5309.95				13096.6	11043.7									2160.08	5635.52					10521.9																			7500.07	10882.5
Q96GD4	AURKB_HUMAN	AURKB	Aurora kinase B	5	4				11373.1	12429.2				15206.7	10631.7				9097.86	10342.6				9903.67	11045		6300.13		5237.37	8749.96				7983.67	5577.16				11876.3	7844.2									9656.75	6445.07
Q96GM5	SMRD1_HUMAN	SMARCD1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 1	1	1					4913.23																																								1143.17
Q96GM8	TOE1_HUMAN	TOE1	Target of EGR1 protein 1	2	2					3032.79				4011.34	3686.56				3663.72				5025.58	2419.23	5065.36				3703.15				3165.07		4459.95														3285.26	7937.81
Q96GN5	CDA7L_HUMAN	CDCA7L	Cell division cycle-associated 7-like protein	2	2				33806.1	12273.6				32864	12351.1				22881.9					23469.4	15683.6				23190.9	8522.83				21292.9	9811.79				38600					18000.9					23983.2	8238.17
Q96GQ7	DDX27_HUMAN	DDX27	Probable ATP-dependent RNA helicase DDX27	4	4				4721.86	6314.41				9859.09	6373.45				7179.75		8212.19			4920.49	8776.3	2917.47	7251.99		7401.15	6226.44	12857.7	16218.7	3021.77	7379.17	6536.66									6838.77					5161.57	5611.03
Q96GX5	GWL_HUMAN	MASTL	Serine/threonine-protein kinase greatwall	6	6				21122.7	34832.3	7303.54	20641.2		39178.8	53668.4				19889	44299.3				21826.9	39634.7		10331.5		35599	52288.5				21084.4	33658.1				20754.3					34678	26833.3				28976.6	34852.9
Q96H12	MSD3_HUMAN	MSANTD3	Myb/SANT-like DNA-binding domain-containing protein 3	1	1				34543.2					27945.2	9526.49				20692.2	8324.38				32822.6	13835				23134.5	4942.52				28918.1	8814.11				24315.7					20783.3					19244.2	13167.5
